ACPGLOBO;Breed uitgroeiende bolboom met een dichte, gesloten kroon. De eerste jaren is de kroon rond, later groeit deze meer de breedte in en ontstaat een afgeplatte bolvorm. Bij het uitlopen is het blad iets bruinrood getint, later verkleurt het donkergroen. In de herfst is het intens geel. Stelt weinig eisen aan de bodem en is niet windgevoelig. Verdraagt droogte. Snoeien met mate en voor 21 december. 
ACPLATAN;Inheemse boom met mooie gele herfstverkleuring. Vanaf eind maart geeft hij opstaande, gele bloemtrossen. Als de boom wat ouder wordt geeft hij de typische gevleugelde vruchten (helikoptertjes). 
ACPMIX;Langzaam groeiende struik of kleine boom. Zeer mooi als solitair of in de border. De bladkleur is afhankelijk van de soort (zie label), maar bijna allemaal hebben ze een mooie herfstverkleuring. Verkiest een licht beschaduwde plaats, en een zure grond (tur
ACPOSAKA;Mooi uitgroeiende japanse esdoorn, na 10 jaar ca. 3 meter hoog. Het blad loopt in het voorjaar bronskleurig uit, met een zweem van roze. Draagt erg mooie, roze helikoptervormige vruchtjes. Mooie rode najaarsverkleuring. Verkiest een plaatsje in de zon of h
ACPPGOLD;Nieuwe variant van de Noorse esdoorn, met goudgele bladeren in de lente, verkleurend naar groengeel in de zomer. Gezonde boom, stelt weinig eisen aan de grond, verdraagt goed droogte.
ACPRRED;Rechtop groeiende esdoorn met opvallend bruinrood blad. Kan gebruikt worden als solitair of in groep, is o.a. erg mooi in combinatie met groen- of geelbladige bomen. Stelt weinig eisen aan de bodem.
ACROGLOR;Niet al te grote, breed piramidaal groeiende esdoorn met gelijkmatige vertakte kroon. Glanzend groen blad in de zomer dat prachtig rood tot karmijn verkleurt in de herfst. Verkleurt het mooist in een wat zure grond (turf of heidegrond toevoegen) en bij een zachte herfst.
ACRUFINE;Wat breder uitgroeiende esdoorn met groen blad met blauwe gloed, dat erg mooi verkleurt in het najaar. Opvallende gestreepte bast.
AGAALBUS;Wintervaste Agapanthus. Verkiest een plaats in volle zon, en bloeit heel de zomer door met opvallende witte bloemen op lange stengels. Planten in volle grond beschutten met stro of bladeren in de winter. Potplanten donker en koel overwinteren in kelder of garage. Enkel bijmesten met stikstofhoudende meststof in het voorjaar, later enkel kalium toevoegen om de bloei te bevorderen.
AGAFRICA;Wintervaste Agapanthus. Verkiest een plaats in volle zon, en bloeit heel de zomer door met opvallende blauwe bloemen op lange stengels. Planten in volle grond beschutten met stro of bladeren in de winter. Potplanten donker en koel overwinteren in kelder of garage. Enkel bijmesten met stikstofhoudende meststof in het voorjaar, later enkel kalium toevoegen om de bloei te bevorderen.
ALJSCHOC;Paars-bruin bladige variant van de Perzische slaapboon. De fijn gevederde bladeren sluiten zich 's avonds, alsof ze gaan slapen. De opvallende bloemen verschijnen in juli en hebben lange, zijdezachte, roze meeldraden. Verkiest een beschutte plaats in de zon, jonge planten beschutten tegen de strengste vorst.
ALJULIBR;Deze bijzondere boom heeft zijn naam te danken aan de fijn gevederde bladeren die zich Õs avonds sluiten, alsof ze gaan slapen. Het meest opvallend zijn echter de bloemen: in juli verschijnen prachtige bloemen met lange, zijdezachte, roze meeldraden. Een echte eye catcher. Verkiest een ietwat beschutte plaats in de volle zon.
AMLAMARC;Kleine bladverliezende boom of struik met zijdezachte bladeren die in het begin bronskleurig zijn en later donkergroen met een licht grijsgroene onderkant. In de herfst krijgt het een prachtige oranje tot donkerrode verkleuring. Bloeit met witte bloempjes in trossen in april mei , later volgen eetbare bessen.
AMLBALLE; Zeer sterke en dankbare heester of boompje. Groeit zowel op droge als op natte en kalkachtige grond, en is zeer winterhard. Verdraagt schaduw. Veredelde vari‘teit, welke zich van voorgaande onderscheidt door de hogere groeiwijze, de zeer grote, zuiver witte bloemen en de grote smakelijke vruchten.
AMOBELIS;Smal en opgaand groeiende variant van het krenteboompje. Sterke plant die zowel op droge als vochtige grond groeit. Zuiver witte bloemen in het voorjaar, gevolgd door eetbare vruchten.
ARPVIKIN;Een compact groeiende struik met een massa witte bloemschermen in mei, gevolgd door smakelijke rood-zwarte bessen aan het einde van de zomer. De zoete bessen zijn een lekkernij vers van de struik, maar kunnen ook gebruikt worden in de keuken. De struik zelf is traaggroeiend, kan tot 2 meter hoog worden en verdraagt goed snoei. Deze uit Finland afkomstige vari‘teit is bijzonder wintervast, en verkleurt prachtig rood in het najaar.
AUJROZAN;Groenblijvende heester met opvallend bladeren en rode bessen. Deze vari‘teit is tweeslachtig, en draagt dus makkelijk bessen. Kan ook als bestuiver dienen voor andere soorten.
AUJVARIE;De meest courante Aucuba soort. Groeit overal, ook onder bomen en op zowat alle soorten grond. Het blad is leerachtig en gespikkeld, hoe meer schaduw, hoe meer spikkels. Om bessen te bekomen moet men zien dat er vrouwelijke als mannelijke struiken staan.
AZMIX;Wintervaste, bladhoudende azalea. Langzaam groeiend. Verlangt een zure grond, bij voorkeur turf of heidegrond toevoegen. Voor kleur en hoogte: zie label.
BETANANA;Bladverliezende struik met doornen en opvallend paars blad. Hoe meer zon, hoe roder het blad. De gele bloempjes in mei steken erg mooi af tegen het donkere blad en twijgen. Ook prima te gebruiken voor het maken van haagjes (3ˆ4 planten per m).
BEUJACQU;Een van de meest witstammige berken. Vooral in de winterperiode contrasteert de wit stam mooi met wintergroene sierheesters. Deze stammen schilferen af wat extra sierwaarde geeft aan deze loofboom. Soort met rechtopgaande groeiwijze.
BUDEBLUE;Geeft prachtige blauwe bloemtrossen op het einde van de zomer, en lokt een massa vlinders. Jaarlijks fors terugsnoeien in maar-april zorgt er voor dat de plant niet te veel verhout onderaan, en de hoogte beperkt blijft.
BUDNBLUE;Compacter groeiende vlinderstruik. Geeft prachtige blauwe bloemtrossen op het einde van de zomer, en lokt een massa vlinders. Jaarlijks  terugsnoeien tot op 20cm in maar-april zorgt er voor dat de plant niet te veel verhout onderaan.
BUDNPURP;Compacter groeiende vlinderstruik. Geeft prachtige paarse bloemtrossen op het einde van de zomer, en lokt een massa vlinders. Jaarlijks  terugsnoeien tot op 20cm in maar-april zorgt er voor dat de plant niet te veel verhout onderaan.
BUDPDELI;Geeft prachtige roze bloemtrossen op het einde van de zomer, en lokt een massa vlinders. Jaarlijks fors terugsnoeien in maar-april zorgt er voor dat de plant niet te veel verhout onderaan, en de hoogte beperkt blijft.
BUDWPROF;Geeft prachtige witte bloemtrossen op het einde van de zomer, en lokt een massa vlinders. Jaarlijks fors terugsnoeien in maar-april zorgt er voor dat de plant niet te veel verhout onderaan, en de hoogte beperkt blijft.
BUSEMPER;Verkiest een kalkrijke bodem. Snoeien van mei tot augustus, bij voorkeur bij niet te zonnig weer. Schimmelaantasting bestrijden met eminent.
CABAUREA;Catalpa met grote, gele bladeren. Geeft witte bloemen gevolgd door lange peulvruchten. Natuurlijke boomvorm (geen bolboom).
CABFASTI;Piramidaal opgroeiende vari‘teit van de haagbeuk. Verdraagt goed snoei, ook geschikt om als leivorm te gebruiken
CABFFONT;Smal piramidaal opgroeiende vari‘teit van de haagbeuk. Regelmatig bijsnoeien voor een strakke vorm.
CABNANA;Bolvormige catalpa met grote, hartvormige bladeren. Volledig terugsnoeien (knotten) in maart-april zorgt voor een mooie, volle vorm, en voorkomt uitscheuren van takken.
CABODINI;Opgaande, dicht vertakte heester. Donkergroen blad dat erg mooi dieprood verkleurt in de herfst. Geeft erg opvallende, paarse bessen in de najaar. Draagt het best wanneer in groep aangeplant. Snoeien na de winter, oude takken regelmatig weghalen.
CABPROFU;Opgaande, dicht vertakte heester. Donkergroen blad dat erg mooi dieprood verkleurt in de herfst. Geeft erg opvallende, paarse bessen in de najaar. Draagt het best wanneer in groep aangeplant. Snoeien na de winter, oude takken regelmatig weghalen.
CACGBLEU;Rijkbloeiende heester met prachtige, blauwe bloemen vanaf de zomer tot in de herfst.ÊIn het voorjaar lopen de bladeren frisgroen uit. De bloemen ontspringen uit de bladoksels van het nieuwe schot, bloeit dus op de __njarige scheuten. De grijze bladeren geurend erg aromatisch. Verkies een droge standplaats in de volle zon. Terugsnoeien in het voorjaar voor een bossige groei.
CACHBLUE;Bloeit van augustus tot oktober met talrijke, diep donkerblauwe bloemen. De bloemen ontspringen  uit de bladoksels van het nieuwe schot, bloeit dus op de __njarige scheuten. De grijze bladeren geurend erg aromatisch. Verkies een droge standplaats in de volle zon. Terugsnoeien in het voorjaar voor een bossige groei.
CACWGOLD;Geelbladige variant. Bloeit van augustus tot oktober met talrijke, diep donkerblauwe bloemen. De bloemen ontspringen  uit de bladoksels van het nieuwe schot, bloeit dus op de __njarige scheuten. Aromatisch blad. Verkies een droge standplaats in de volle zon. Terugsnoeien in het voorjaar voor een bossige groei.
CAIDANCE;Wintergroen grasje met donkergroen, blinkend blad met witgele rand. Woekert niet, en vormt mooie pollen van ongeveer 30cm hoog. Verdraagt zon en schaduw, en is ook geschikt voor wat vochtigere gronden. Bloeit in het voorjaar met kleine, bruine aren. In groep ook bruikbaar als bodembedekker.
CAMJAPON;Deze wintervaste, bladhoudende struik geeft aanhoudend grote , op rozen gelijkende bloemen vanaf het vroege voorjaar.  Jonge planten bescherm je de eerste jaren wat van de strengste vorst. Na enkele jaren zijn ze perfect winterhard. Zorg voor een beschutte plaats, uit de volle zon. Plant ze in een ruime dosis zure heidegrond, een Camelia verdraagt geen kalk. Verkrijgbaar in verschillende bloemkleuren en _vormen (zie label).
CAMVARIE;Wintergroen grasje met donkergroen, blinkend blad met witte rand. Woekert niet, en vormt mooie pollen van ongeveer 30cm hoog. Verdraagt zon en schaduw, en is ook geschikt voor wat vochtigere gronden. Bloeit in het voorjaar met kleine, bruine aren. In groep ook bruikbaar als bodembedekker.
CARBETUL;Inheemse plant, ideaal als haagplant. Bladverliezend, het verdroogde blad blijft slechts gedeeltelijk hangen in de winter. Nieuwe bladeren worden al gevormd vanaf begin april. ca. 5 planten per meter.
CARFLAVA;Stevig groeiende klimplant. Bloeit in augustus - september met gele bloepen, waarover een oranje zweem hangt.  De bladeren staan oneven geveerd langs de fijn behaarde ranken.
CEDGVERS;Half wintergroene heester. Bloeit laat in de zomer tot ver in de herfst met prachtige blauwe bloemtrossen. Jaarlijks terugsnoeien tot ca. 30cm zorgt voor een compactere struik en grotere bloemtrossen. Ook erg mooi wanneer niet wordt gesnoeid en tegen een (zonnige) muur geleid. Verdraagt geen kalk!
CETREPEN;Kruipende variant van de Amerikaanse sering. Bloeit met erg mooie lavendelblauwe bloemtrosjes vanaf juli tot oktober. Groenblijvend en mooi bij te snoeien. Verkiest een zonnige standplaats en verdraagt arme grond. Wat beschutten bij zeer strenge vorst.
CEWILLMO;Struikje met azuurblauwe bloempjes dat bloeit vanaf augustus tot laat in de herfst. Tijdens de winter blijven de decoratieve zaaddoosjes een fraai aanzicht. Een juweel in de tuin! Jonge planten wat beschermen bij extreme vorst.
CHAPEARL;Bladhoudende struik, geeft heerlijk geurende, zuiver witte bloempjes in mei-juni. Als u snoeit na de bloei, wordt u beloond met een twee bloei in de nazomer. Ook het glanzende, diep ingesneden, donkergroene blad is een meerwaarde, waardoor deze heester ook erg geschikt is als kuipplant. Verkiest een beschutte plaats in volle zon, en houdt van een ietwat zure grond.
CHSJTRAI;Makkelijk groeiend heestertje met opvallende, geurende bloemen reeds vroeg in de lente. In het najaar draagt het heerlijk geurende appeltjes die kunne gebruikt worden voor decoratie of gelei. Erg mooi als bodembedekker.
CHSPECIO;Makkelijk groeiend heestertje met opvallende, geurende bloemen reeds vroeg in de lente. In het najaar draagt het heerlijk geurende appeltjes die kunne gebruikt worden voor decoratie of gelei. Ook geleid te gebruiken tegen een muur of klimscherm.
CHTBRICA;Bladhoudende heester met geelgroene bladeren. Geeft heerlijk geurende witte bloemen in mei-juni. Snoeien na de bloei zorgt voor herbloei in de nazomer. Zorgt voor mooie contrasten in combinatie met donkergroene achtergrond.
CHTERNAT;Bladhoudende struik, geeft heerlijk geurende, zuiver witte bloempjes in mei-juni. Als u snoeit na de bloei, wordt u beloond met een twee bloei in de nazomer. Glanzend, donkergroene blad. Ook geschikt als kuipplant of voor groepsbeplanting.
CLMIX;Niet-zelfhechtende klimplant. Verkiest een plaatsje in de halfschaduw of zon, maar zorg er wel voor dat de wortels in de schaduw staan. De voet van de struik eventueel afdekken met een dakpan. Voorjaarsbloeiende vari‘teiten bloeien op hout van het vorige jaar, en snoeit u beperkt vanaf half maart door het dode hout te verwijderen. Zomerbloeiende vari‘teiten bloeien op nieuw hout, en kan u vanaf half maart terugsnoeien tot ca. 1 meter boven de grond. Kleur en soort: zie label.
COACONTO;Bladverliezende heester met sterk gedraaide en gekronkelde takken die in de winter behoorlijk decoratief zijn en ook veel in bloemstukken worden gebruikt. De lange katjes verschijnen aan de kale takken. Geschikt voor elke goed doorlatende, vruchtbare grond in zon of halfschaduw. Ge‘nte struik, opschot vanuit de onderstam tijdig wegsnoeien.
COASIBIR;Geeft prachtige rode twijgen in de winter! Jaarlijks volledig terugsnoeien zorgt voor een voldoende jonge, dieprode twijgen. Bladeren verkleuren mooi rood in het najaar. Verdraagt een vochtige standplaats.
COCANADE;Goede bodembedekker, witte bloemen en rode bessen. Verkiest een zure grond (turf of heidegrond toevoegen)
COCRPURP;Decoratieve en opvallende heester met roodbruine bladeren die mooi staat als solitair of in groep. Traag groeiend, goed winterhard en staat graag op een zonnige plaats in de tuin. Bloeit met opvallende rode bloemen in juni en juli. 
CODAMMER;Zeer laagblijvende, sterke, bladhoudende bodembedekker. Geeft witte bloempjes in het voorjaar, en enkele rode besjes in de loop van de zomer. 3-6 planten per m_.
COEWWOND;Vari‘teit met horizontaal groeiende takken. Prachtige witte schutbloemen, grote, rode, eetbare bessen in het najaar. Verkiest een licht zure grond.
COFIREBU;Klein, bladhoudend heestertje met kleine, glanzende blaadjes. Verdraagt goed droogte, en is redelijk winterhard. Prachtige verkleuring in het najaar. Ook geschikt voor bloembakken.
COFRANCH;halfbladhoudende heester met witte bloemen en rode bessen. Verdraagt goed snoei, en kan prima als haagplant gebruikt worden.
COFRRED;Opgaande struik met prachtige roze-rode bloemen in mei, gevolgd door rode, eetbare bessen in het najaar. Mooie herfstverkleuring. Verkiest een lichtzure grond (turf of heidegrond toevoegen).
COKCGIRL;Slank opgroeiende vari‘teit met prachtige witte bloemen, grote, rode, eetbare bessen in najaar. Verkiest een licht zure grond (turf of heidegrond toevoegen bij aanplant). Aanrader!
COKSCHME;Iets breder groeiende vari‘teit met extra grote bloemen! Grote, rode, eetbare bessen in het najaar. Verkiest een licht zure grond, turf of heidegrond toevoegen bij aanplant.
COMAS;Inheemse struik met gele bloempjes aan het einde van de winter. Ook te gebruiken in houtkant of wilde haag. 
COPAUCIF;Wat onbekendere plant, maar wel een aanrader. Hij bloeit met pastelgele klokjes in maart, nog voor de bladeren op de plant komen. Hij kan zoÕn 2 meter hoog worden, en laat zich makkelijk snoeien. Zijn bladeren lijken wat op die van een hazelaar, vandaar de Nederlandse naam. 
COREICHH;Sterke, bladhoudende heester, witte bloemen en rode bessen. Ideaal als bodembedekker of als vakbeplanting, verdraagt goed snoei.
CORSKDWA;Laagblijvende Cornus met witte bloempjes en groene bladeren die in het najaar mooi rood verkleuren. De twijgen zijn erg mooi rood in de winter, wat voor een mooi contrast in de tuin zorgt. Bijzonder geschikt voor vakbeplanting of als hogere bodembedekker.
COSELLOA;Stevig groeiend gras, kan meer dan 2 meter worden, en is vooral geliefd omwille van zÕn dikke, pluizige witte pluimen. Je kan ze afsnijden en maandenlang houden in een grote vaas binnenshuis. Let wel op wanneer je aan deze planten werkt: de lange grashalmen hebben scherp snijdende randen. Best handschoenen dragen dus! Jonge planten zijn wat wintergevoelig, de eerste jaren kan je ze best wat extra afdekken bij strenge vorst.
COSROSEA;Stevig groeiend gras, kan meer dan 2 meter worden, en is vooral geliefd omwille van zÕn dikke, pluizige pluimen. De pluimen bij deze vari‘teit hebben een mooie rozige tint. Je kan ze afsnijden en maandenlang houden in een grote vaas binnenshuis. Let wel op wanneer je aan deze planten werkt: de lange grashalmen hebben scherp snijdende randen. Best handschoenen dragen dus! Jonge planten zijn wat wintergevoelig, de eerste jaren kan je ze best wat extra afdekken bij strenge vorst.
COSWBEAU;Cornus met groen blad en mooi rode herfstkleur. In de winter worden de twijgen opvallen warm oranje. Kleine onopvallende witte bloempjes, gevolgd door groen-zwart verkleurende besjes in de herfst.
CRMONOGY;Inheemse plant met stevige stekels. Bloeit met geurende witte bloemen in mei. Ook als haagplant te gebruiken.
CUPLEYLA;Snelgroeiende haagplant met donkergroen loof. Vormt snel een ondoordringbaar groen scherm. Weinig veeleisend wat betreft grond. 
CYPALBUS;Een rijkbloeiende opgaande heester met geurige witte bloempjes in de lente, de twijgen zijn groen en overhangend. Snoeien mag na de bloei maar niet aan de oude takken komen. Brem houdt van een arme humusrijke en goed doorlatende grond.
CYPRAECO;Een rijkbloeiende opgaande heester met geurige roomgele bloempjes in de lente, de twijgen zijn groen en overhangend. Snoeien mag na de bloei maar niet aan de oude takken komen. Brem houdt van een arme humusrijke en goed doorlatende grond.
DAINVOLU;Unieke , niet al te snel groeiende boom. Het duurt enkele jaren voordat hij bloeit, maar de grote witte schutbloemen van de vaantjesboom zijn een ongelooflijke aanblik. Het lijkt wel alsof de boom vol zakdoekjes hangt. Na de bloei volgen nootvormige zaaddoosjes, die tot ver in de winter blijven hangen. Een aanrader voor de tuinliefhebber!
DEGRACIL;Bladverliezende heester met smalle felgroene bladeren en smalle witte, geurende bloempluimen . Houdt van volle zon of lichte schaduw en doet het goed op iedere vochtige grond van zuur tot licht kalkhoudend. Het is aangeraden om na de bloei een derde van de oudste takken tot de basis terug te snoeien, om verjonging te stimuleren.
DEHSFIEL;Bladverliezende heester met smalle felgroene bladeren en roze, geurende bloempluimen . Houdt van volle zon of lichte schaduw en doet het goed op iedere vochtige grond, van zuur tot licht kalkhoudend. Het is aangeraden om na de bloei een derde van de oudste takken tot de basis terug te snoeien, om verjonging te stimuleren.
ELEBBING;Sterke bladhoudende heester. Bladeren hebben een mooie grijze onderkant. Erg mooi als solitair of in de border. Verdraagt goed snoei en kan ook als haag gebruikt worden (2 planten per m).
ESDSEEDL;Groenblijvende, lage, doch breedgroeiende heester voor beschutte plaatsen, zeer bloeirijk. Goed bestand tegen zeewind. Breedopgaande struik met overhangend takken. Rijkbloeiend met witroze bloemen.
ESRDREAM;Halfbladhoudend heestertje met prachtige roze-rode bloemen tijdens de zomer. Verkiest een beschutte plaats in de zon, en een humusrijke, niet al te natte grond. Eventueel bijsnoeien na de bloei.
EUACOMPA;Compacte variant van de kardinaalsmuts. Het blad is tijdens de zomer groen, maar verkleurt prachtig rood in het najaar. Draagt rode vruchten die de vorm hebben van een kardinaalsmuts. Mooie kurklijsten op de takken.
EUALATUS;Mooie heester, blad is tijdens de zomer groen, maar verkleurt prachtig rood in het najaar. Draagt rode vruchten die de vorm hebben van een kardinaalsmuts. Mooie kurklijsten op de takken.
EUFEGOLD;Kardinaalsmuts die zoÕn 30 centimeter hoog wordt, en breed uitgroeit. Het is een bossig groeiend struikje, waarvan de bladen in de winter een roodachtige zweem krijgen. Zeer goed winterharde vari‘teit. Tijdens het groeiseizoen hebben de bladen een goudgele rand, die naar het midden uitvlekt. Onderlinge plantafstand ca. 50-60cm.
EUFMIX;Kan zowel liggend en kruipend en ook nog als muurbedekking worden gebruikt. Als bodembedekker kent deze laagblijvende struik geen begrenzing, hij groeit onbeperkt in de breedte uit. In hoogtegroei vari‘ren de verschillende vari‘teiten. Met hun bonte bladen en vrijwel altijd goede groei is deze Euonymus een prima bodembedekker voor een plaats in de zon, halfschaduw of schaduw. Hoe meer ze in de schaduw staan, des te meer groen is er aan het blad te zien.
EUJGREEN;Bladhoudend heestertje, smalgroeiend. Verdraagt goed snoei. Ook geschikt voor smalle haagjes.
EXMBRIDE;Bloeit met een overmaat aan witte bloemen in het voorjaar. Om de paar jaar enkele oudere takken wegsnoeien houdt de plant mooi jong. Verkiest een niet al te kalkrijke bodem.
FAGSYLVA;De groene bladeren verkleuren mooi bruin in het najaar, en blijven heel de winter door aan de plant hangen. Verkiest een niet al te natte grond. Inheemse plant! Voor hagen: ca. 5 planten per meter.
FAGUATRO;De bruinrode bladeren verdrogen in het najaar,  maar blijven nagenoeg heel de winter door aan de plant hangen. Verkiest een kalkrijke, niet al te natte grond.
FAMJUMBO;Niet-woekerend bamboe, met overhangende stengels en geel-groen blad. Zeer winterhard.  
FARUFA;Een niet-woekerende bamboesoort met weelderige bladeren aan doorhangende takken.  Goed winterhard. 
FASATROP;Beuk met bruinrode bladeren, die naar het einde van zomer groener verkleuren. Het droge blad blijft heel de winter door aan de plant hangen. Verkiest een niet al te natte grond.
FASDGOLD;Smalgroeiende beukenvari‘teit met geelgroene bladeren. Verkiest een niet al te natte grond.
FASDPURP;Smalgroeiende beukenvari‘teit met bruinrode bladeren. Verkiest een niet al te natte grond.
FASPPURP;Treurvorm van de gewone rode beuk. Groeit slechts zo hoog als hij opgeleid wordt. De in bogen overhangende takken reiken tot op de grond. Bijzonder mooie, maar traaggroeiende treurboom.   
FASYLVAT;Bladeren verkleuren mooi bruin in het najaar, en blijven heel de winter door aan de plant hangen.  Kan mooi bijgesnoeid worden. Verkiest een niet al te natte grond. Inheemse plant!
FATJAPON;Bladhoudende plant met grote, sierlijke, diep ingesneden bladeren. Wintervast op een ietwat beschutte plaats, verdraagt slecht koude, uitdrogende wind.
FEGLAUCA;"Mooi grasje, kan gebruikt worden in bloembakken of als bodembedekker. Met zÕn grijsblauwe, dunne grashalmen is het een kleurrijke verschijning in de tuin. Dit grasje wordt zoÕn 25cm hoog, en is half wintergroen. Helemaal terugsnoeien hoeft niet; na de winter de droge stukken wat bijknippen is voldoende."
FOILYNWO;Mooi gevormde sierstruik met een weelde aan goudgele bloemen in het vroege voorjaar.
FOISPECT;Sieerheester met een overdaad aan gele bloemen in het vroege voorjaar.
FOIWEEKE;Lager blijvende vari‘teit, ook geschikt voor kleinere tuinen. Geeft een overdaad aan gele bloempjes in het vroege voorjaar.
FRENANA;Compacte traaggroeiende bolvorm. Gezonde boom die weinig eisen stelt aan de bodem. 
FROMECZE;Bolvormige pluimes, met een relatief kleine kroon. Behoeft weinig snoei, enkel bijsnoeien in de winter. Mag zowel op lichte als op zware grond geplant worden, maar verdraagt slecht een te hoge waterstand. 
GIBILOBA;Een van de oudste bomen op aarde, enig in zijn soort! Zeer speciale, tweelobbige bladeren die mooi geel verkleuren in het najaar. Zeer sterk, stelt weinig eisen aan de grond en vraagt weinig onderhoud.
GIBMARIE;Prachtige, kleinblijvende, bolvormige vari‘teit van de ginkgo. Ook geschikt voor kleinere tuinen. De tweelobbige bladeren verkleuren mooi geel in het najaar.
GLTSUNBU;Mooie boom met opvallende goudgele scheuten in het voorjaar. Het  jong uitlopend blad is felgeel gekleurd, naarmate de zomer vordert verkleurt het naar groengeel. Het 2e schot (St. Janslot) is ook weer opvallend geel van kleur. De herfstkleur is egaal geel. De boom heeft een diepgaand wortelgestel met veel vertakkingen en verdraagt verharding goed.
HAIAPROM;E_n van de mooiste winterbloeiers. Groeit langzaam, behoeft weinig onderhoud. Niet snoeien, behalve eventueel 'valse' scheuten vanuit de onderstam.
HAIJELEN;Prachtige toverhazelaar, vari‘teit met oranje-gele bloemen. Groeit langzaam en vraagt weinig onderhoud.  Niet snoeien, behalve eventueel 'valse' scheuten vanuit de onderstam.
HEHACOMP;Kleinblijvende vari‘teit van de struikklimop. Traaggroeiend, mag bijgesnoeid worden maar vergt weinig onderhoud.
HEHARBOR;Struikvormige vari‘teit van de klimop. Ideaal als vakbeplanting: erg sterk en kan mooi bijgesnoeid worden. 
HEHELIX;Inheemse klimop. Wintergroen, zelfhechtend, kan zowel tegen muren als tegen een draad geleid worden. Fijner en trager groeiend dan de Ierse klimop.
HEHHIBER;De meest gebruikte soort klimop. Wintergroen, zelfhechtend, kan zowel tegen muren als tegen een draad geleid worden. Snelgroeiend, regelmatig snoeien. 
HEOHYBRI;Prachtige winterbloeier. De oude bladeren wegsnoeien in januari-februari.  Verkiest een vruchtbare, kalkrijke en goed doorlatende grond. Strooi in de lente een laagje compost verrijkt met organische meststoffen erom heen.  
HISOBLEU;Wintervaste hibiscus met diepblauwe kleur. Groeit op vrijwel alle gronden ,maar houdt niet van natte voeten. Onderhoudsvriendelijk. Verkiest bij voorkeur een warme plaats in zon of halfschaduw. Snoeien kan, maar is niet noodzakelijk.
HISRHEAR;Wintervaste hibiscus, bloem is lichtroze met dieprood hart. Groeit op vrijwel alle gronden ,maar houdt niet van natte voeten. Onderhoudsvriendelijk. Verkiest bij voorkeur een warme plaats in zon of halfschaduw. Snoeien kan, maar is niet noodzakelijk.
HISWOODB;Wintervaste hibiscus met diep roze-rode bloem. Groeit op vrijwel alle gronden ,maar houdt niet van natte voeten. Onderhoudsvriendelijk. Verkiest bij voorkeur een warme plaats in zon of halfschaduw. Snoeien kan, maar is niet noodzakelijk.
HOMIX;Sterke vaste plant met opvallende bladeren en soms sierlijke mauve of witte bloemen. De bladkleur en grootte verschilt van soort tot soort, voor details: zie label. De meeste soorten verkiezen een plaatsje in de (half)schaduw, al zijn er ook enkele soorten bij die zon verdragen. Ze groeien het best op een niet al te natte, ietwat kalkrijke grond.
